Symbol,Price_Increase_Percentage
ARMN,113.72
TOST,113.70
BXC,113.53
PSTG,113.47
PRAA,113.32
WLDN,113.31
GOGO,113.29
YEXT,113.29
WRAP,113.22
HHS,113.22
LXU,113.11
CFLT,113.04
SPHR,112.98
SSYS,112.89
SSDOY,112.79
WING,112.68
ZEPP,112.62
RKT,112.52
THS,112.51
PRTS,112.50
LIND,112.44
OSCR,112.41
GKOS,112.33
KALV,112.33
CNXC,112.24
DB,112.19
IMMP,112.12
OS,112.04
CDE,112.04
DHC,112.00
OVBC,111.83
IBEX,111.75
USNA,111.47
SKLZ,111.30
DCBO,111.22
ACTG,111.11
ZGN,111.07
NMG,111.04
CVAC,110.97
BAND,110.94
HCI,110.90
CWK,110.86
KDDIY,110.71
CLPR,110.65
LBRDK,110.61
TFX,110.54
ACB,110.53
ATUS,110.53
SAFE,110.53
LQDT,110.49
JEF,110.49
DIN,110.47
INTC,110.42
FTNT,110.41
WTTR,110.28
PSN,110.23
UG,110.22
SVV,110.19
AIRT,110.16
VFS,110.16
PENG,109.93
ICCC,109.88
GHM,109.85
SKYW,109.83
JAKK,109.79
M,109.73
SBLK,109.70
EEX,109.64
VLN,109.58
FUN,109.49
PEN,109.46
CYTK,109.42
SYBX,109.35
SNDK,109.33
SNEX,109.28
FSTR,109.28
STX,109.26
MLR,109.22
PMDI,109.20
SEG,108.90
AAON,108.86
FMC,108.80
THRY,108.78
NOAH,108.68
SFL,108.55
SSTI,108.48
OSUR,108.47
LPLA,108.47
CCL,108.42
DDOG,108.35
TAL,108.30
GFS,108.20
KELYB,108.15
RDNT,108.11
MLKN,108.07
QDEL,108.04
ZD,108.03
YMM,107.96
BWAY,107.94
ZBRA,107.92
GXO,107.91
GOOS,107.73
ESQ,107.68
SMID,107.59
VICR,107.58
BLCO,107.56
TCBX,107.55
GLBZ,107.42
WEAV,107.41
RMAX,107.39
COHN,107.38
BZUN,107.35
CLRCF,107.33
FINW,107.33
AUPH,107.18
WHD,107.13
SELX,107.12
GPRK,107.07
MOV,106.93
AMAT,106.81
BABA,106.73
FOR,106.72
CUK,106.64
AVGO,106.56
DXCM,106.54
AGI,106.53
FLL,106.52
VIRT,106.48
YB,106.48
HIHO,106.48
TOELY,106.46
TBBK,106.39
SB,106.30
HPE,106.19
NCLH,106.12
LBRDA,106.12
IDT,105.88
RPD,105.88
SMG,105.88
FLR,105.82
GSM,105.72
SWK,105.68
UFPT,105.55
EOLS,105.54
EQS,105.38
MAN,105.30
NNDM,105.24
MRCY,105.21
DDI,105.18
BLZE,105.08
BOOT,105.01
RNG,105.00
RELL,104.89
CHGCY,104.85
PRM,104.82
BWMN,104.75
ODC,104.68
RRX,104.59
BHM,104.52
PZG,104.49
NUVL,104.41
SMMYY,104.37
KD,104.36
TALO,104.34
NXT,104.30
AHH,104.26
NTZ,104.23
AMWD,104.16
PN,104.13
PEB,104.05
RARE,104.02
PVH,104.00
CSPI,104.00
DG,103.91
FAT,103.91
PBLA,103.88
ENVA,103.85
ADXN,103.84
VAC,103.82
COUR,103.82
ONC,103.72
TLF,103.72
ALNY,103.69
PDM,103.66
EPRX,103.64
MIMI,103.57
PANL,103.56
LSCC,103.43
PEGA,103.35
SN,103.31
PTCT,103.27
VYX,103.18
KGS,103.10
GFI,103.08
ALGM,103.05
STRS,103.05
CCSI,103.04
STGW,102.98
CVE,102.93
ANIX,102.90
MAGN,102.89
OBE,102.84
IDCC,102.74
CWAN,102.67
FIX,102.66
HUBS,102.63
NBN,102.48
BBCP,102.47
BYFC,102.35
NEXA,102.32
JOUT,102.25
CALM,102.24
INN,102.24
INFA,102.24
LTH,102.14
NEUE,102.11
KWR,102.00
BTBD,102.00
BZ,101.99
INTR,101.93
AMPL,101.90
TCOM,101.88
SUNS,101.79
CIX,101.79
KLIC,101.77
CTOS,101.65
QTWO,101.57
WFF,101.56
X,101.56
DAL,101.50
IHT,101.49
PRO,101.49
BEKE,101.47
TYIDY,101.43
PZZA,101.43
KFRC,101.35
SWBI,101.31
SPPJY,101.26
WBA,101.11
PLUT,100.95
VERX,100.69
LRCX,100.64
DV,100.61
LAW,100.60
SNOW,100.53
PHLT,100.46
CRTO,100.44
IGIC,100.43
OII,100.36
XPEL,100.33
NJDCY,100.31
CULP,100.29
CIGL,100.28
CECO,100.23
OPBK,100.11
UNTY,100.08
RCMT,100.08
BCOW,100.00
GAU,100.00
IMVIF,100.00
LPL,100.00
TME,100.00
DRS,99.96
NXPI,99.93
ZS,99.92
WSC,99.91
SMPNY,99.88
IKNA,99.86
AEM,99.84
PKOH,99.77
HNNA,99.71
RVSB,99.70
WVVI,99.68
GWRE,99.67
TCX,99.55
SWAG,99.54
REZI,99.44
ALVO,99.32
GILT,99.26
DFH,99.24
APO,99.23
HMST,99.01
ECO,98.99
EVO,98.94
ALNT,98.94
ALIT,98.89
LZ,98.87
CUPR,98.86
ESP,98.83
HCC,98.76
CCOI,98.76
PLUS,98.74
FCAP,98.71
KW,98.66
NTRA,98.61
NAT,98.59
LU,98.56
CCEL,98.53
RIVN,98.53
CRMT,98.52
JOYY,98.39
LEVI,98.36
FIGS,98.31
AMS,98.28
CTRI,98.27
BELFA,98.20
JD,98.18
HAL,98.08
GNK,98.04
BLTE,98.01
BLDR,97.99
MITK,97.98
PRIM,97.93
ENTX,97.87
VGAS,97.83
VTRS,97.81
KKR,97.79
MOGU,97.79
BLBD,97.74
CVI,97.68
RAVE,97.65
PTGX,97.59
WEST,97.54
ACVA,97.47
LMNR,97.43
OFIX,97.43
ESTA,97.40
VNO,97.25
SHZHY,97.10
ATEYY,97.05
HKXCY,97.04
KE,97.02
EE,96.96
RSI,96.95
GNRC,96.92
WEX,96.89
FROG,96.86
SID,96.85
NVT,96.76
SAND,96.75
UPBD,96.75
LNVGY,96.69
LYB,96.56
PAR,96.51
EBTC,96.50
MEC,96.42
ZEUS,96.28
AVNT,96.27
PK,96.25
CERT,96.18
SBH,96.15
SANG,96.08
RMR,96.07
KFS,96.03
RHI,96.02
MED,96.02
BEEP,95.97
AVDX,95.91
PPERY,95.82
MBUU,95.82
SNFCA,95.82
GTLB,95.78
SOPH,95.74
ECPG,95.73
RBBN,95.64
VIAV,95.61
MLCO,95.60
FSM,95.60
TOL,95.59
PWP,95.59
NOV,95.57
MBIN,95.49
AG,95.49
STNE,95.47
HLIT,95.45
BAESY,95.44
NTDOY,95.40
BRID,95.35
HOG,95.26
PYPD,95.22
CTLP,95.19
CVV,95.12
CRC,95.06
MYRG,95.01
AUB,94.92
ALKT,94.88
LUCK,94.78
EPAM,94.73
ABCL,94.65
SKWD,94.64
CCJ,94.63
PLYM,94.57
TPG,94.51
CRUS,94.46
DWSN,94.44
SHECY,94.39
DAKT,94.24
PLYA,94.22
NFBK,94.20
MTAL,94.15
NAMS,94.10
POWI,94.04
LFUS,93.93
ASO,93.82
RFL,93.80
PNGAY,93.63
TILE,93.63
KTB,93.60
SNDL,93.55
LOAR,93.53
EGBN,93.50
KODK,93.43
ASLE,93.38
MAG,93.36
WMMVY,93.32
CBRL,93.29
KMDA,93.25
FFWM,93.20
SLAB,93.19
ARE,93.17
TDC,93.16
TSEM,93.12
CCRN,93.11
WK,93.11
METCB,93.01
AWX,93.01
XHR,92.98
SMSEY,92.91
CZFS,92.84
FLOC,92.79
FTDR,92.69
USNZY,92.68
HTLD,92.54
SSBI,92.43
OPXS,92.35
MRAAY,92.31
NTNX,92.30
PLAB,92.10
VIST,92.06
JMSB,92.03
CROX,91.99
GRAB,91.95
PAYC,91.94
MYE,91.94
ASML,91.91
SHAK,91.81
MASI,91.79
BDN,91.79
FBIN,91.78
JFB,91.74
JAMF,91.65
VTEX,91.65
TGT,91.64
ALGN,91.61
GILD,91.38
IMRN,91.33
HUM,91.32
WBD,91.27
FND,91.24
LAZ,91.24
WMS,91.21
SHCO,91.20
GME,91.19
TECK,91.14
EQT,91.11
CRWS,91.07
BCRX,91.05
GTM,91.01
QCOM,90.92
CARG,90.90
MTR,90.85
PINS,90.84
GROV,90.80
SCHYY,90.79
NECB,90.74
XOMA,90.74
PJT,90.72
S,90.69
MTW,90.65
PMTS,90.63
DVN,90.61
RNGR,90.60
EXTR,90.50
ACR,90.48
MCHX,90.48
TSQ,90.42
REAX,90.41
OIS,90.41
FSFG,90.40
OMRNY,90.39
PODD,90.36
TITN,90.33
PVL,90.29
FCX,90.20
NESR,90.19
VSEC,90.17
SLVM,90.15
MTDR,90.08
FFIV,90.08
KRMN,90.05
GRDN,90.04
IMAX,89.97
POCI,89.91
LI,89.91
MSBI,89.86
LOGC,89.84
IPGP,89.77
MRUS,89.76
SY,89.70
FN,89.69
MCAG,89.64
PHAR,89.62
DSGR,89.62
NOVT,89.47
YUMC,89.44
MYTAY,89.36
ECVT,89.31
XPO,89.28
SAN,89.23
LEN,89.21
ARTL,89.12
ABR,89.09
VPG,89.07
COLD,89.01
SCKT,89.01
ACCO,88.86
FPAFY,88.61
BAH,88.61
BBY,88.60
NTAP,88.57
CLFD,88.52
EXPE,88.50
XP,88.45
AMTD,88.40
MNKD,88.40
ITRN,88.35
MLP,88.33
PTLO,88.31
ACAD,88.28
NVMI,88.26
THO,88.20
FANG,88.16
SMC,88.15
GBX,88.14
MDGL,88.14
IPI,88.05
TGB,88.02
WST,87.98
DEA,87.89
DFIN,87.86
PKX,87.84
IQV,87.82
ELLO,87.82
SFTBY,87.81
MDWD,87.79
CGNT,87.76
TTEK,87.75
BMRC,87.74
HPQ,87.65
ELA,87.62
WEN,87.61
LVS,87.57
NBIX,87.56
NKE,87.53
IZEA,87.50
MCB,87.49
SCSC,87.48
ULS,87.46
LULU,87.30
CHCT,87.25
GBNY,87.17
JBL,87.16
LAKE,87.11
MRP,87.11
TV,87.10
LYTS,87.09
AOGO,87.01
HCM,86.96
SENEA,86.89
CHEF,86.88
DKNG,86.86
G,86.83
MGM,86.80
UDMY,86.80
HDSN,86.69
NWG,86.67
ERII,86.65
MPW,86.61
SQFT,86.57
FICO,86.53
ABEO,86.51
DVS,86.49
RMCO,86.49
GB,86.48
IBP,86.33
GCBC,86.25
FVR,86.24
OXY,86.20
BLD,86.16
UFI,86.12
VENU,86.10
CMDB,86.05
KMT,86.01
PM,85.93
ICL,85.75
SMCAY,85.73
SFWL,85.72
PBYI,85.62
MTZ,85.58
LFST,85.56
SBFG,85.53
RL,85.52
TASK,85.43
MLTX,85.42
MDXG,85.37
MLAB,85.37
SVM,85.37
BCC,85.33
ASX,85.30
DY,85.26
USCB,85.25
KOP,85.21
ONON,85.17
ESE,85.12
RERE,85.00
NCMI,84.91
YAHOY,84.84
RMBS,84.79
TREE,84.77
DOCN,84.75
DXC,84.75
KSPI,84.73
KFFB,84.69
CACI,84.64
ENR,84.59
WERN,84.54
SKY,84.52
KIDS,84.47
HAFC,84.43
HWBK,84.36
MATX,84.35
FUL,84.34
BBIO,84.32
BBWI,84.25
ONIT,84.24
LW,84.24
DLTR,84.23
CFBK,84.22
PGC,83.88
DGII,83.88
MEDP,83.87
CARV,83.85
WHR,83.79
EML,83.79
RES,83.78
TRGP,83.73
LDWY,83.72
OWL,83.71
MRK,83.64
BIO,83.51
EIX,83.48
NSPR,83.48
KBH,83.44
SLG,83.41
EXLS,83.39
WD,83.30
WPM,83.28
ARDT,83.20
RFIL,83.17
CYBR,83.04
SVNDY,83.01
TEVA,82.99
ADYEY,82.93
MTRX,82.93
HIFS,82.93
INSP,82.93
RSSS,82.89
FRSH,82.89
FXNC,82.85
NHTC,82.84
PWOD,82.76
QNST,82.75
DLX,82.73
MCY,82.67
TCPC,82.62
HKIT,82.61
OR,82.54
NCLTY,82.49
BKD,82.47
TMP,82.39
MTX,82.28
CIHKY,82.25
MNDY,82.25
EXAS,82.21
SOLV,82.19
CLWT,82.18
XPL,82.16
SPSC,82.05
COLL,82.05
WPP,82.01
GPN,82.01
CRCT,81.98
NPKI,81.93
HLMN,81.93
TFPM,81.92
CINT,81.90
TATYY,81.88
IMCR,81.81
TECH,81.74
LYV,81.72
ADSE,81.67
AAPG,81.64
OSIS,81.60
MTSI,81.55
PRLB,81.48
MAMA,81.45
NGVT,81.36
EVRI,81.29
AIHS,81.25
ARES,81.23
PX,81.22
VC,81.17
BCBP,81.16
NL,81.15
ARGX,81.08
AOMR,80.98
DHI,80.96
SSKN,80.95
NSIT,80.88
MLI,80.87
OKTA,80.80
DDS,80.70
GVA,80.66
JBSS,80.66
GROY,80.60
EVER,80.58
ICUI,80.54
APPN,80.54
BSVN,80.53
FTLF,80.52
MTH,80.51
RCI,80.50
ADEA,80.37
LTM,80.30
COLB,80.30
INGM,80.28
NWPX,80.27
FOX,80.27
TRIP,80.25
CPRX,80.20
IRDM,80.15
HGBL,80.13
IRM,80.06
NYC,80.00
SJ,79.96
PSEC,79.94
HII,79.89
PCOR,79.78
HURC,79.73
ESTC,79.65
FLEX,79.61
UNB,79.52
HQY,79.43
KG,79.42
RLX,79.33
FOXA,79.30
BCS,79.25
NU,79.25
SHC,79.22
BMRN,79.20
PNFP,79.18
WIX,79.14
WDS,79.13
BAYRY,79.12
CART,79.09
CW,79.01
ASIX,78.96
LCII,78.92
ANDE,78.92
PHR,78.85
PDD,78.71
KRYS,78.62
KNTK,78.60
BKV,78.53
MUX,78.53
BEDU,78.52
BOW,78.51
ATEN,78.48
INSE,78.48
MAC,78.45
RCRUY,78.43
TREX,78.39
FRST,78.36
BCE,78.35
MTRN,78.31
TLSI,78.29
SLM,78.18
PRSU,78.13
BAFN,78.09
PBSFY,78.09
NGS,78.08
JXN,78.08
OMAB,78.08
COOP,78.04
MQ,78.04
TTWO,78.04
PBT,78.03
UGP,78.03
NRT,77.84
TKO,77.74
TNET,77.71
BSRR,77.69
DLNG,77.67
VNDA,77.63
ESI,77.58
FCCO,77.52
NRIM,77.45
CNX,77.44
TTNDY,77.43
HRZN,77.39
HLNE,77.38
BWIN,77.38
LAND,77.37
BKNG,77.35
RGEN,77.27
REXR,77.26
NVEE,77.22
FISI,77.22
SKX,77.19
TTDKY,77.16
RYTM,77.16
ESRT,77.13
SPB,77.12
LARK,77.07
ADBE,77.03
SFST,76.92
OLYMY,76.91
NVDA,76.78
RDCM,76.77
FGROY,76.69
LIVN,76.57
NOW,76.54
CAKE,76.54
VRTS,76.53
CIVB,76.47
CBNK,76.40
WB,76.39
MC,76.36
AROC,76.36
SSLZY,76.34
STXS,76.33
AATC,76.33
GNE,76.32
SYBT,76.27
SMBK,76.26
MFG,76.23
CVLG,76.23
MG,76.20
AEIS,76.19
RICK,76.17
XPER,76.15
GYRO,76.14
BRZE,76.07
KNSA,76.06
FWRG,76.05
KB,76.00
RLJ,75.97
GBCI,75.96
F,75.95
RRR,75.92
MTA,75.86
STR,75.86
MHO,75.79
SKYH,75.79
CSV,75.77
TRAK,75.76
EC,75.73
UFCS,75.72
CDW,75.70
RBB,75.69
STEP,75.64
DAY,75.64
DEC,75.60
EGAN,75.58
BPMC,75.58
WSM,75.52
CHDN,75.52
QCRH,75.49
HVT,75.49
LFCBY,75.44
CTS,75.43
ACIW,75.41
CAIXY,75.39
PNTG,75.31
BIGC,75.26
GIII,75.21
PGRE,75.20
GPI,75.13
VALU,75.11
SAIL,75.08
UTSI,75.00
SYF,74.96
GL,74.74
NUE,74.73
IGT,74.73
NVEC,74.72
PSHG,74.71
VIK,74.69
ABUS,74.68
AAT,74.66
UNM,74.62
DIDIY,74.60
BFH,74.59
FFIC,74.55
JCTC,74.54
GHG,74.36
FLS,74.29
MIELY,74.28
MATW,74.27
GMED,74.25
HQI,74.23
SGRY,74.21
PIPR,74.19
PENN,74.19
GNTX,74.16
HL,74.15
RWT,74.15
CG,74.14
CBU,74.07
SPNS,74.00
GIC,73.98
NEXOY,73.92
BANR,73.87
FVRR,73.86
OC,73.85
RTO,73.83
AR,73.77
BX,73.75
AX,73.72
EXE,73.67
LAUR,73.60
SEE,73.57
LNTH,73.56
ESEA,73.54
MGIC,73.50
IROQ,73.47
VITL,73.45
SPLP,73.35
SFBS,73.25
BTG,73.18
CAE,73.17
SGIOY,73.15
XNGSY,73.10
TRN,73.10
TK,73.10
HUBG,73.04
GT,73.04
WAL,73.02
III,72.95
TWFG,72.92
COO,72.89
PTMN,72.88
SOTK,72.86
EVC,72.76
GMRE,72.75
TPVG,72.69
CCEC,72.68
UVE,72.67
WCC,72.66
MRBK,72.61
KNOP,72.54
GTX,72.47
MOFG,72.46
TIPT,72.44
IFS,72.43
GAP,72.40
FLGT,72.34
CBRE,72.32
NVGS,72.32
NTES,72.31
DGICA,72.27
PCTY,72.23
FLUT,72.23
FJTSY,72.21
SMBC,72.20
AHCHY,72.19
CGEMY,72.17
CLBR,72.12
ITIC,72.10
DGICB,72.09
DRVN,72.06
XENE,72.03
EZPW,72.02
GRFS,72.02
TBLA,72.00
GASS,71.99
ANPDY,71.97
SNDA,71.92
LOCO,71.89
BNTX,71.79
HAE,71.77
MUFG,71.77
LEA,71.77
IBCP,71.72
CNOB,71.70
CODA,71.70
BRDG,71.66
GLDD,71.64
SXC,71.62
VLY,71.56
APTV,71.54
CLDT,71.53
SDGR,71.51
VOXR,71.49
CIM,71.47
APH,71.44
ALSN,71.42
GE,71.42
SIBN,71.37
MFA,71.34
PLXS,71.26
KEP,71.26
TPH,71.25
INDB,71.20
COCO,71.14
AVAL,71.13
KN,71.12
ENOV,71.09
BHE,71.07
TENB,71.06
PRDO,71.03
OPK,71.01
ACIC,70.98
DTM,70.95
CSGS,70.92
NPSNY,70.92
REPX,70.84
SNPS,70.83
MHK,70.71
UBER,70.68
EME,70.68
FBK,70.67
NSANY,70.61
FBIZ,70.57
CARE,70.57
TRT,70.56
URI,70.56
CHMI,70.51
BG,70.50
TRU,70.49
HNVR,70.48
FBNC,70.47
NSP,70.46
EPC,70.43
TIGO,70.43
IVR,70.43
AMBP,70.40
CVLT,70.33
TRX,70.31
GEL,70.28
GSL,70.28
CMC,70.17
PFS,70.16
MT,70.08
MELI,70.06
YETI,70.05
CPF,70.03
EONGY,70.02
SHBI,69.98
CNMD,69.98
CALX,69.97
ISTR,69.93
SONY,69.92
BH,69.92
FMS,69.88
NEWT,69.85
VVX,69.83
PATH,69.83
ORMP,69.78
CCHGY,69.77
BA,69.77
FF,69.76
ETR,69.75
PHM,69.72
NNNN,69.69
BBVA,69.66
ASUR,69.64
TSM,69.50
VLO,69.47
ATEX,69.47
CAH,69.39
AVIR,69.39
PR,69.33
RPT,69.30
EFSC,69.25
WNS,69.19
MPB,69.10
MQBKY,69.02
UBOH,68.94
MNR,68.87
RSKD,68.78
FET,68.78
FA,68.75
BASE,68.68
FRFHF,68.64
INR,68.62
FG,68.60
ORRF,68.57
MOS,68.56
ZM,68.54
IVZ,68.53
VCEL,68.49
PERI,68.49
DORM,68.41
ZTO,68.30
SEER,68.27
JBTM,68.26
RAMP,68.21
SGAPY,68.15
BOTJ,68.15
WINV,68.14
FDP,68.11
SMP,68.09
CUBI,68.07
PPC,68.07
MASK,68.00
NATH,67.99
LYG,67.97
TCEHY,67.91
BAM,67.90
BRBR,67.85
HALO,67.84
TTSH,67.75
EVVTY,67.75
CRVL,67.74
SENEB,67.74
PYPL,67.70
PPBI,67.66
KNX,67.65
AHCO,67.61
LGND,67.59
VCTR,67.55
DJCO,67.53
VRSN,67.52
DD,67.49
GRBK,67.41
NOA,67.40
META,67.38
HBNC,67.36
SNV,67.33
ROCK,67.31
DAR,67.27
RJF,67.25
MWA,67.23
IIIN,67.23
NATR,67.22
OPHC,67.14
SAP,67.06
ETSY,67.04
DAIO,67.02
NMRK,67.01
MRC,66.96
LAD,66.92
EWBC,66.91
ORCL,66.84
PUK,66.78
HFWA,66.75
SPNT,66.69
EARN,66.67
WT,66.67
T,66.65
SHO,66.58
AMTB,66.56
ACA,66.54
ISBA,66.50
CVS,66.46
DNB,66.45
LNG,66.42
ARR,66.39
OVV,66.34
HASI,66.33
EQX,66.29
OTSKY,66.29
DSDVY,66.28
OMCC,66.27
IOSP,66.25
GSBD,66.25
ACNB,66.24
DIT,66.22
LXFR,66.21
PRNDY,66.20
BXP,66.19
ACNT,66.18
CVCO,66.12
OPCH,66.11
GBTG,66.09
PAAS,66.07
UGI,66.06
OSPN,66.01
BKU,65.98
BJRI,65.88
SBGI,65.86
PD,65.85
VRNS,65.84
RBCAA,65.77
GMAB,65.76
HBM,65.71
GRVY,65.64
CDLR,65.61
STZ,65.59
BBUC,65.51
WBRBY,65.50
LSAK,65.49
AIN,65.46
DEI,65.46
CASH,65.45
FDBC,65.43
KBR,65.41
VEEV,65.34
ELUXY,65.31
VTOL,65.27
WNEB,65.25
WYNN,65.23
AUDC,65.19
JHG,65.18
LBTYK,65.14
NIC,65.13
SAIC,65.12
MMYT,65.10
HWKN,65.06
SXI,65.06
PSX,64.95
HOPE,64.85
DHR,64.74
TBBB,64.73
ASND,64.73
INBX,64.72
SF,64.65
SNDR,64.64
TTAM,64.63
TTAN,64.57
LBTYA,64.56
GEHC,64.55
ATMU,64.48
EXP,64.42
PKST,64.41
HURN,64.35
WASH,64.33
MBCN,64.33
ISNPY,64.32
TACT,64.31
SII,64.31
COF,64.30
PAHC,64.29
H,64.23
ATS,64.21
CBAN,64.21
BRKL,64.17
SBUX,64.16
UMBF,64.15
AIR,64.14
LDOS,64.13
ABNB,64.13
BBD,64.12
VBTX,64.09
TNC,64.07
VLEEY,64.00
ACCS,63.99
OPY,63.98
CHX,63.96
CBT,63.96
EGO,63.96
IBM,63.94
NRILY,63.92
TXT,63.90
ETN,63.89
CNO,63.88
SMSMY,63.88
UTZ,63.83
BKE,63.80
FCNCA,63.74
SLB,63.74
BHRB,63.74
STRA,63.73
PAC,63.70
MOMO,63.67
PCYO,63.65
KNF,63.63
UPS,63.61
FMAO,63.55
VNOM,63.53
ELPC,63.49
FUSB,63.43
VLGEA,63.41
MTD,63.40
HCSG,63.38
DIST,63.37
SRL,63.24
SRDX,63.23
TCBI,63.23
LOGI,63.22
GLNG,63.21
JBHT,63.21
TIC,63.20
HOLX,63.14
FI,63.14
NTCT,63.10
HTHIY,63.06
LBTYB,62.95
UNF,62.92
WOR,62.91
GHLD,62.89
BRFS,62.88
BGC,62.85
SPFI,62.79
INVX,62.78
JJSF,62.72
BWXT,62.71
WBS,62.70
MLNK,62.68
FNB,62.68
WAFD,62.68
CAC,62.67
RUSHB,62.62
KLAC,62.57
BSET,62.56
BVFL,62.56
BCML,62.51
DRI,62.51
WFC,62.51
CBFV,62.51
FSP,62.50
ABCB,62.44
DTEGY,62.41
GTES,62.36
NWFL,62.35
HSII,62.32
BL,62.30
WHG,62.29
WWD,62.26
PBCRY,62.24
ALIZY,62.23
CNM,62.22
CPAY,62.21
BANF,62.20
IFNNY,62.17
GLP,62.16
IFF,62.14
BNPQY,62.12
CMA,62.07
MFIN,62.04
CRM,62.01
MVBF,62.00
OPHLY,61.99
OSW,61.93
TTC,61.90
SFNC,61.88
WDH,61.86
SND,61.85
ONTF,61.84
DRH,61.81
TWI,61.80
NVST,61.74
KRC,61.73
JCI,61.72
NDSN,61.70
FFIN,61.69
SSREY,61.69
KMI,61.68
SSB,61.67
MRAM,61.66
EW,61.63
IR,61.61
TROW,61.61
TIMB,61.57
DNOW,61.56
RDI,61.54
FDX,61.53
TMUS,61.53
EMN,61.50
MTB,61.47
KRNY,61.47
PBHC,61.46
PRKS,61.44
SBS,61.37
MMLP,61.36
ENIC,61.35
WH,61.34
SARO,61.33
CXT,61.31
BRSP,61.30
ADM,61.25
USPH,61.22
CNS,61.19
DBX,61.17
NAVI,61.16
HCKT,61.13
PWR,61.12
TXNM,61.11
CFRUY,61.10
TX,61.08
CUBE,61.04
WRLD,61.04
TKR,61.01
EPSN,61.01
JOE,61.00
ODFL,60.98
RBKB,60.96
BMY,60.94
WEYS,60.92
KEN,60.88
TMO,60.79
VOYA,60.79
ZION,60.78
CAAS,60.78
HUBB,60.76
SGA,60.74
NPO,60.73
BHKLY,60.73
SILC,60.70
FURY,60.69
CVEO,60.58
CCBG,60.55
SFES,60.54
FCN,60.53
FYBR,60.50
GMS,60.47
UMC,60.43
CHTR,60.40
CPNG,60.35
DT,60.31
BHF,60.30
CPB,60.27
CRAI,60.27
FIBK,60.22
RGLD,60.19
SHG,60.12
NSA,60.10
SCCO,60.09
VMD,60.03
PLNT,60.02
CRON,59.96
BV,59.95
MCFT,59.94
AMZN,59.93
TRMB,59.91
JYNT,59.86
AVO,59.85
SPXC,59.85
WMT,59.81
BIRK,59.75
BFST,59.73
FUJIY,59.72
BKR,59.72
FNV,59.71
LUD,59.71
BELFB,59.70
TLK,59.70
PDLB,59.66
RHP,59.66
RUSHA,59.62
RYI,59.55
IT,59.54
A,59.54
AAME,59.49
GGB,59.47
WTFC,59.42
CADE,59.40
PKBK,59.38
PRVA,59.38
SD,59.36
AFRI,59.36
CPSS,59.32
ARW,59.31
NEM,59.31
AYI,59.26
FHN,59.26
MPC,59.26
APG,59.22
ULTA,59.21
ELP,59.19
NATL,59.19
ALKS,59.17
GDDY,59.15
BDL,59.13
EHAB,59.12
ERIE,59.12
USFD,59.12
MMM,59.12
CATY,59.11
BHP,59.10
POAHY,59.09
VRRM,59.05
FMBH,59.03
HTHT,59.01
AMAL,58.99
CBL,58.96
MNDO,58.96
COLM,58.93
NFG,58.91
TBPH,58.87
TGNA,58.87
MKTX,58.79
FORTY,58.78
SITE,58.77
BBU,58.75
ELV,58.70
DVAX,58.68
ADSK,58.66
BJ,58.65
ORC,58.63
APT,58.62
EDTK,58.58
THC,58.58
ATHM,58.52
CZWI,58.51
HST,58.51
BK,58.50
BDC,58.48
UVSP,58.44
PFIS,58.44
CAAP,58.43
HEINY,58.42
ARCO,58.41
BTI,58.40
C,58.36
WELL,58.34
SCS,58.32
MAT,58.32
BALL,58.24
CCCS,58.23
AKAM,58.20
ORANY,58.13
FSBC,58.10
APLE,58.05
SQM,58.04
BLFS,57.99
UHS,57.96
PLBC,57.94
BMI,57.91
BBDO,57.89
BWFG,57.89
PHIN,57.88
RF,57.79
SUPN,57.78
EXPO,57.76
EQBK,57.72
SIEGY,57.66
GFF,57.66
NBHC,57.66
OBT,57.65
PRK,57.65
AXAHY,57.60
AXS,57.59
CCNE,57.56
KEY,57.55
WHF,57.53
BOX,57.53
KEX,57.51
CCU,57.50
HONE,57.48
TXN,57.48
TCI,57.45
BUSE,57.45
MCK,57.40
NC,57.40
OCSL,57.36
SNX,57.32
SEM,57.31
LKFN,57.22
HRMY,57.20
GM,57.19
BHB,57.15
AOS,57.15
CIZN,57.14
TKOMY,57.12
EMX,57.10
ONB,57.09
GRNT,57.08
BN,57.07
REPYY,57.06
FULT,57.05
FCF,57.04
HSBC,57.02
ALPMY,56.99
HXL,56.95
BANC,56.94
CFR,56.91
LRFC,56.91
DE,56.90
MSA,56.90
SMNNY,56.89
ELTK,56.86
FRAF,56.77
INCY,56.74
CMT,56.73
BLX,56.67
GDEN,56.62
BUD,56.60
CAT,56.57
GCMG,56.54
MNTN,56.50
UTHR,56.50
AKR,56.49
OKE,56.45
KREF,56.40
BNT,56.37
KAI,56.35
BRBS,56.33
ALV,56.31
ERIC,56.25
FRD,56.21
MS,56.18
SEAC,56.15
SSBK,56.14
NXRT,56.13
TNL,56.08
NTWK,56.07
AIT,56.04
MSGE,56.03
KAR,56.02
VIPS,56.00
BYD,55.99
FLG,55.96
CSWC,55.96
RYAAY,55.95
BHLB,55.95
CRH,55.92
LPX,55.89
SMFG,55.87
CMG,55.78
IIIV,55.78
BCAL,55.77
ADI,55.75
MARPS,55.69
FONR,55.67
VVV,55.66
GRMN,55.64
CIGI,55.64
BIDU,55.60
JRSH,55.60
SWKH,55.58
OI,55.53
KEYS,55.53
STVN,55.50
KRP,55.46
MCBS,55.46
